Name,Age,GPA,Credits Completed,Year,Pathway
Calvin  Davis,17,2.87,38,Victory Lap,Business
Marge  Williams,19,1.89,17,Sophmore,Computer Science
Joe  Moore,19,0.8,2,Sophmore,Engineering
Ben  Brown,15,1.75,44,Freshman,Early College
Marge  Smith,15,2.55,53,Victory Lap,Business
Eli  Johnson,17,4.37,19,Freshman,Criminal Justice
Lisa  Wilson,18,1.65,2,Freshman,Business
Timmy  Jones,18,3.29,15,Freshman,Criminal Justice
Andy  Davis,16,1.25,16,Junior,Engineering
John  Miller,17,2.96,48,Junior,Business
Lisa  Moore,17,4.48,47,Senior,Construction
John  Johnson,17,3.36,44,Sophmore,Early College
Calvin  Jones,14,0.76,6,Senior,Computer Science
Lisa  Davis,16,3.01,54,Sophmore,Bio Med
Mark  Brown,14,4.18,54,Junior,Bio Med
Marge  Jones,17,3.22,29,Freshman,Computer Science
Andy  Davis,15,4.37,50,Freshman,Computer Science
Billy  Davis,17,3.74,43,Victory Lap,Marketing
Eli  Wilson,16,1.46,2,Senior,Early College
Calvin  Miller,15,1.79,21,Senior,Construction
Timmy  Davis,15,1.48,26,Junior,Culinary
John  Johnson,16,0.36,54,Victory Lap,Culinary
Calvin  Williams,17,0.4,24,Victory Lap,Early Child Education
Ben  Miller,15,4.22,24,Victory Lap,Early College
Eli  Jones,17,1.91,43,Freshman,Construction
Conner  Jones,14,4.27,0,Junior,Early College
Steven  Miller,18,3.03,55,Senior,Business
Eli  Jones,15,3.69,14,Victory Lap,Culinary
John  Williams,16,2.66,38,Sophmore,Business
Ben  Williams,17,3.46,39,Freshman,Culinary
Steven  Rodrigues,16,2.27,36,Junior,Bio Med
Jimmy  Wilson,16,2.17,55,Victory Lap,Early Child Education
Steven  Moore,18,3.21,26,Senior,Culinary
Steven  Johnson,19,0.86,30,Senior,Computer Science
Ben  Davis,18,3.53,18,Victory Lap,Construction
Billy  Williams,17,3.54,35,Freshman,Criminal Justice
Marge  Wilson,16,4.39,52,Freshman,Engineering
Mark  Jones,14,3.65,2,Victory Lap,Business
James  Brown,18,1.24,40,Victory Lap,Early Child Education
Ben  Johnson,17,0.88,11,Junior,Early Child Education
Conner  Brown,17,2.79,43,Victory Lap,Marketing
Ben  Davis,16,3.73,14,Senior,Criminal Justice
Lisa  Williams,14,2.51,35,Junior,Early Child Education
Marge  Williams,14,1.56,40,Junior,Computer Science
John  Wilson,17,3.42,18,Sophmore,Criminal Justice
James  Brown,16,1.54,32,Sophmore,Early College
Eli  Miller,15,2.69,49,Junior,Criminal Justice
Eli  Rodrigues,18,2.78,58,Junior,Early Child Education
Conner  Williams,18,3.78,9,Sophmore,Computer Science
Billy  Rodrigues,17,2.74,24,Freshman,Construction
Conner  Wilson,16,3.63,47,Victory Lap,Criminal Justice
Timmy  Jones,16,0.7,35,Senior,Criminal Justice
Eli  Davis,14,2.75,57,Junior,Culinary
James  Rodrigues,17,3.17,9,Senior,Culinary
Ben  Johnson,17,1.52,42,Freshman,Criminal Justice
Joe  Rodrigues,18,3.68,0,Victory Lap,Engineering
Mark  Smith,18,3.92,60,Victory Lap,Culinary
Lisa  Jones,14,3.47,17,Junior,Engineering
Lisa  Miller,18,2.69,51,Senior,Early Child Education
Lisa  Johnson,19,0.67,40,Senior,Early Child Education
Ben  Rodrigues,17,3.97,25,Junior,Construction
Joe  Williams,19,1.01,17,Sophmore,Culinary
Conner  Davis,15,1.68,5,Junior,Engineering
James  Williams,14,0.43,18,Freshman,Criminal Justice
Ben  Smith,18,1.45,16,Sophmore,Early College
Marge  Miller,14,0.53,21,Senior,Computer Science
Marge  Miller,18,0.57,15,Junior,Computer Science
Eli  Brown,18,1.29,32,Freshman,Culinary
James  Rodrigues,18,3.72,42,Junior,Culinary
Andy  Miller,17,4.31,60,Senior,Criminal Justice
Andy  Moore,17,1.03,8,Senior,Culinary
Calvin  Rodrigues,19,3.43,34,Freshman,Construction
Mark  Wilson,18,4.23,43,Sophmore,Criminal Justice
Steven  Rodrigues,18,0.96,14,Freshman,Bio Med
Marge  Smith,17,3.91,35,Sophmore,Bio Med
Calvin  Davis,17,1.75,2,Freshman,Early Child Education
James  Brown,16,0.75,30,Senior,Early Child Education
Calvin  Miller,14,2.56,42,Victory Lap,Engineering
James  Rodrigues,16,2.13,16,Victory Lap,Early Child Education
John  Johnson,17,0.34,0,Victory Lap,Construction
Jimmy  Williams,19,2.11,18,Victory Lap,Computer Science
Steven  Rodrigues,17,4.41,21,Senior,Marketing
Timmy  Miller,17,2.88,21,Junior,Early College
John  Williams,15,1.89,23,Victory Lap,Bio Med
Steven  Wilson,18,1.21,43,Victory Lap,Marketing
Timmy  Johnson,17,3.07,55,Sophmore,Construction
James  Wilson,17,4.08,59,Senior,Engineering
James  Rodrigues,18,2.57,43,Junior,Culinary
Jimmy  Williams,14,1.25,19,Senior,Computer Science
Joe  Wilson,15,1.4,0,Senior,Early College
Marge  Jones,14,1.76,22,Victory Lap,Marketing
John  Smith,15,4.41,45,Victory Lap,Culinary
Mark  Smith,18,2.17,31,Sophmore,Bio Med
Steven  Jones,19,0.62,45,Senior,Early Child Education
Mark  Williams,18,3.88,43,Victory Lap,Bio Med
Mark  Miller,14,1.81,7,Freshman,Business
Lisa  Johnson,17,2.66,40,Freshman,Early College
Calvin  Wilson,16,3.8,8,Sophmore,Early Child Education
Billy  Smith,16,2.31,46,Senior,Engineering
Ben  Smith,14,0.44,32,Sophmore,Construction
Eli  Jones,19,3.96,22,Senior,Computer Science
Lisa  Davis,18,1.45,49,Senior,Early Child Education
James  Jones,16,3.79,47,Victory Lap,Bio Med
Conner  Johnson,16,4.33,53,Senior,Early College
Conner  Wilson,14,1.72,52,Sophmore,Early College
Timmy  Johnson,17,3.45,57,Victory Lap,Computer Science
Joe  Brown,18,2.19,39,Senior,Marketing
Steven  Johnson,15,2.55,5,Junior,Marketing
Lisa  Davis,15,3.74,38,Victory Lap,Construction
Billy  Miller,14,3.51,34,Junior,Culinary
Ben  Moore,18,2.4,45,Sophmore,Computer Science
Conner  Jones,16,3.7,23,Senior,Computer Science
Billy  Wilson,18,3.69,20,Victory Lap,Marketing
Conner  Johnson,14,0.55,29,Junior,Computer Science
Billy  Rodrigues,17,4.28,32,Sophmore,Criminal Justice
John  Smith,17,2.84,25,Senior,Business
Marge  Williams,17,0.3,17,Junior,Computer Science
Ben  Wilson,16,2.14,0,Victory Lap,Bio Med
Steven  Rodrigues,15,3.61,58,Sophmore,Culinary
John  Jones,19,0.86,34,Victory Lap,Computer Science
James  Rodrigues,19,2.38,35,Victory Lap,Marketing
Joe  Wilson,17,0.47,20,Senior,Computer Science
Steven  Davis,17,1.34,50,Freshman,Criminal Justice
Conner  Smith,19,2.91,44,Freshman,Early College
Ben  Davis,15,3.86,52,Sophmore,Early College
Timmy  Miller,15,3.36,4,Sophmore,Marketing
Joe  Jones,19,1.25,12,Victory Lap,Marketing
Calvin  Brown,19,4.07,52,Junior,Early College
Calvin  Miller,17,4.27,57,Freshman,Marketing
James  Rodrigues,18,3.39,39,Victory Lap,Construction
Calvin  Brown,16,4.26,43,Junior,Culinary
James  Williams,19,4.39,42,Senior,Early Child Education
Joe  Johnson,16,2.59,6,Freshman,Early Child Education
Billy  Williams,15,4.31,11,Sophmore,Bio Med
Ben  Smith,19,0.71,50,Freshman,Computer Science
Calvin  Moore,16,2.36,41,Sophmore,Criminal Justice
Ben  Davis,17,1.12,23,Victory Lap,Marketing
Joe  Wilson,18,1.9,23,Freshman,Business
James  Williams,14,0.33,37,Junior,Early Child Education
Eli  Moore,14,3.23,41,Junior,Construction
Eli  Smith,17,0.57,5,Freshman,Engineering
Marge  Moore,19,3.42,4,Junior,Marketing
Calvin  Moore,17,1.1,22,Freshman,Construction
Eli  Moore,18,2.81,44,Freshman,Criminal Justice
Steven  Jones,17,3.3,22,Victory Lap,Business
Andy  Miller,17,4.26,56,Sophmore,Computer Science
John  Miller,15,1.29,47,Senior,Early Child Education
Steven  Smith,18,3.58,9,Senior,Bio Med
Jimmy  Miller,19,0.74,27,Sophmore,Business
Timmy  Williams,16,3.23,35,Freshman,Computer Science
Conner  Smith,15,2.68,51,Sophmore,Business
James  Rodrigues,17,3.12,56,Sophmore,Culinary
Steven  Brown,17,3.97,55,Victory Lap,Construction
Andy  Wilson,17,2.41,7,Senior,Culinary
Mark  Johnson,17,3.35,40,Sophmore,Computer Science
Marge  Rodrigues,17,0.96,36,Sophmore,Construction
Ben  Miller,16,4.35,39,Junior,Engineering
Eli  Williams,17,4.49,58,Victory Lap,Early Child Education
Mark  Wilson,16,2.09,0,Freshman,Business
James  Jones,14,3.87,52,Senior,Bio Med
Ben  Wilson,16,4.23,12,Junior,Culinary
Lisa  Rodrigues,14,2.01,24,Freshman,Engineering
Marge  Miller,16,1.38,32,Sophmore,Construction
Steven  Smith,17,0.36,47,Freshman,Computer Science
Eli  Williams,14,4.06,1,Freshman,Early College
Jimmy  Wilson,15,0.62,7,Victory Lap,Construction
John  Rodrigues,14,3.41,13,Freshman,Computer Science
Eli  Davis,16,2.2,8,Sophmore,Business
Andy  Rodrigues,14,2.87,23,Victory Lap,Culinary
Jimmy  Jones,14,3.1,11,Freshman,Construction
Jimmy  Smith,17,1.69,57,Sophmore,Criminal Justice
Jimmy  Smith,15,1.26,38,Freshman,Engineering
John  Jones,15,3.09,10,Sophmore,Business
Ben  Smith,19,4.31,32,Freshman,Computer Science
Conner  Smith,16,1.8,57,Junior,Construction
Steven  Rodrigues,19,3.1,28,Senior,Business
Jimmy  Wilson,15,2.76,34,Junior,Early Child Education
Marge  Wilson,16,4.49,0,Junior,Computer Science
Conner  Wilson,15,1.16,8,Victory Lap,Criminal Justice
Steven  Johnson,15,1.59,57,Victory Lap,Construction
Conner  Johnson,16,2.28,22,Senior,Computer Science
Billy  Wilson,15,0.84,47,Sophmore,Construction
Conner  Miller,18,1.49,20,Senior,Engineering
James  Smith,16,2.37,54,Senior,Engineering
Steven  Johnson,15,0.82,45,Junior,Bio Med
Eli  Moore,18,3.66,19,Junior,Culinary
Steven  Rodrigues,18,1.53,29,Junior,Construction
Calvin  Williams,15,3.81,37,Sophmore,Business
Eli  Brown,18,4.04,39,Victory Lap,Computer Science
Eli  Jones,15,0.61,13,Senior,Bio Med
Eli  Davis,19,2.68,36,Junior,Engineering
Ben  Miller,16,0.54,32,Victory Lap,Early Child Education
Jimmy  Johnson,18,4.43,25,Junior,Bio Med
Joe  Rodrigues,16,0.57,46,Freshman,Culinary
James  Jones,17,1.5,56,Sophmore,Early College
Eli  Jones,18,2.12,21,Junior,Business
Joe  Jones,18,2.93,7,Sophmore,Early College
Marge  Rodrigues,15,4.32,20,Senior,Culinary
Ben  Williams,17,0.97,46,Freshman,Criminal Justice
Marge  Davis,17,3.8,19,Junior,Marketing
Billy  Moore,17,0.57,10,Junior,Early Child Education
Timmy  Rodrigues,17,1.76,32,Victory Lap,Marketing
Steven  Jones,16,1.8,54,Senior,Business
Steven  Williams,14,1.81,17,Victory Lap,Construction
Eli  Rodrigues,14,2.03,14,Victory Lap,Early College
Eli  Moore,14,2.81,17,Victory Lap,Engineering
Lisa  Miller,19,1.68,14,Victory Lap,Bio Med
Ben  Moore,16,0.93,16,Freshman,Business
Andy  Williams,15,2.9,46,Sophmore,Computer Science
Andy  Miller,17,1.73,44,Freshman,Computer Science
Billy  Rodrigues,14,0.5,60,Freshman,Culinary
Joe  Miller,14,0.44,28,Freshman,Engineering
Mark  Smith,17,2.13,5,Senior,Early College
Lisa  Moore,17,2.87,47,Senior,Business
Timmy  Brown,17,4.09,24,Junior,Engineering
Calvin  Miller,19,1.38,9,Victory Lap,Construction
Eli  Davis,19,2.2,47,Senior,Bio Med
Billy  Davis,19,0.99,28,Freshman,Construction
Calvin  Williams,15,4.21,50,Sophmore,Engineering
Conner  Brown,18,2.19,54,Freshman,Construction
Jimmy  Davis,16,3.46,29,Victory Lap,Early College
Ben  Johnson,19,1.42,19,Junior,Criminal Justice
Steven  Wilson,17,1.77,50,Freshman,Criminal Justice
Ben  Williams,17,1.51,55,Senior,Early College
Lisa  Wilson,19,2.94,34,Junior,Computer Science
Ben  Brown,16,0.87,29,Junior,Early Child Education
Calvin  Moore,15,4.41,28,Junior,Computer Science
Jimmy  Jones,17,2.3,7,Sophmore,Culinary
Conner  Miller,15,4.4,9,Victory Lap,Early Child Education
Conner  Rodrigues,19,0.53,40,Sophmore,Construction
Jimmy  Miller,14,2.53,53,Freshman,Culinary
Ben  Wilson,17,0.99,1,Sophmore,Early College
James  Davis,14,0.87,21,Junior,Computer Science
Jimmy  Moore,14,0.52,23,Victory Lap,Marketing
Steven  Smith,15,2.58,28,Sophmore,Early College
Conner  Smith,16,2.7,23,Sophmore,Engineering
Lisa  Miller,14,3.27,52,Victory Lap,Early College
Calvin  Smith,16,3.19,26,Victory Lap,Computer Science
Ben  Smith,19,3.32,16,Senior,Early Child Education
Ben  Williams,14,2.21,54,Junior,Early Child Education
Calvin  Brown,16,4.17,50,Victory Lap,Early College
Timmy  Wilson,14,3.44,10,Victory Lap,Computer Science
Lisa  Brown,19,0.37,2,Freshman,Bio Med
Steven  Rodrigues,17,1.51,33,Junior,Criminal Justice
Mark  Johnson,19,3.87,4,Victory Lap,Construction
Calvin  Miller,14,2.92,8,Sophmore,Early College
John  Moore,18,2.43,43,Sophmore,Business
Andy  Rodrigues,14,3.32,27,Junior,Early College
Mark  Rodrigues,18,3.63,19,Senior,Early Child Education
Marge  Smith,19,2.85,47,Junior,Early Child Education
Timmy  Moore,19,0.79,13,Sophmore,Computer Science
Steven  Moore,14,0.56,12,Freshman,Computer Science
Lisa  Jones,18,3.23,54,Junior,Computer Science
Conner  Miller,14,0.55,2,Junior,Business
Conner  Wilson,14,3.46,3,Senior,Business
Lisa  Brown,19,2.88,51,Victory Lap,Engineering
Ben  Wilson,14,0.56,32,Junior,Engineering
Ben  Moore,18,3.07,4,Freshman,Marketing
Mark  Johnson,17,3.59,17,Victory Lap,Computer Science
James  Wilson,17,2.39,45,Freshman,Culinary
Jimmy  Williams,16,1.63,33,Freshman,Early Child Education
Lisa  Brown,17,2.48,14,Sophmore,Engineering
Steven  Rodrigues,18,3.08,57,Victory Lap,Construction
Mark  Moore,19,2.59,12,Junior,Criminal Justice
John  Rodrigues,19,3.51,1,Sophmore,Criminal Justice
Mark  Jones,18,1.03,20,Senior,Engineering
Mark  Miller,14,3.68,55,Junior,Criminal Justice
Mark  Brown,17,1.99,0,Victory Lap,Computer Science
Mark  Moore,15,1.41,19,Victory Lap,Business
Marge  Davis,19,4.03,31,Victory Lap,Business
Joe  Jones,15,0.74,23,Junior,Culinary
Lisa  Jones,18,2.54,16,Victory Lap,Computer Science
Conner  Wilson,17,3.33,43,Victory Lap,Engineering
Steven  Johnson,14,4.13,36,Sophmore,Computer Science
Ben  Smith,18,0.81,15,Freshman,Business
Conner  Rodrigues,17,3.45,13,Freshman,Business
Timmy  Williams,17,2.57,28,Victory Lap,Construction
John  Moore,18,0.33,22,Senior,Business
Ben  Wilson,19,1.89,34,Freshman,Criminal Justice
Conner  Brown,14,3.87,10,Senior,Culinary
Andy  Williams,18,0.37,1,Sophmore,Construction
Jimmy  Miller,19,2.14,9,Victory Lap,Construction
Mark  Johnson,15,4.23,11,Victory Lap,Early Child Education
Ben  Jones,14,0.49,32,Senior,Criminal Justice
Conner  Johnson,14,3.36,31,Senior,Engineering
Eli  Moore,15,4.11,8,Senior,Computer Science
Mark  Johnson,16,3.14,38,Victory Lap,Bio Med
Timmy  Wilson,16,2.17,60,Sophmore,Bio Med
Ben  Williams,14,1.61,44,Junior,Criminal Justice
Billy  Smith,19,3.29,47,Junior,Computer Science
John  Wilson,16,1.23,44,Junior,Computer Science
Ben  Rodrigues,16,2.77,6,Junior,Marketing
Andy  Smith,18,0.92,11,Victory Lap,Business
Calvin  Smith,19,3.81,49,Sophmore,Computer Science
Steven  Rodrigues,18,1.67,43,Senior,Construction
James  Rodrigues,14,0.91,29,Senior,Construction
Andy  Jones,16,3.85,27,Freshman,Business
Steven  Davis,19,3.6,57,Sophmore,Early Child Education
Timmy  Davis,14,4.19,4,Senior,Computer Science
Steven  Rodrigues,17,4.11,4,Victory Lap,Criminal Justice
Lisa  Miller,17,4.12,34,Sophmore,Engineering
Billy  Miller,16,2.23,50,Victory Lap,Engineering
Marge  Moore,16,0.59,53,Victory Lap,Criminal Justice
Ben  Wilson,16,2.46,46,Senior,Business
Marge  Davis,15,3.03,51,Junior,Early College
Eli  Jones,17,0.4,22,Victory Lap,Engineering
Calvin  Miller,14,3.03,23,Freshman,Early Child Education
John  Miller,15,2.22,8,Freshman,Construction
Jimmy  Davis,15,3.09,4,Freshman,Bio Med
Jimmy  Johnson,14,1.79,24,Freshman,Marketing
Andy  Miller,14,3.41,27,Sophmore,Bio Med
Billy  Moore,18,2.5,53,Junior,Bio Med
Marge  Jones,15,3.02,44,Sophmore,Construction
Steven  Wilson,14,3.94,28,Victory Lap,Computer Science
Andy  Williams,17,1.51,35,Sophmore,Construction
Timmy  Davis,15,0.5,0,Sophmore,Culinary
Joe  Johnson,19,4.18,41,Sophmore,Computer Science
Calvin  Moore,19,4.43,5,Senior,Marketing
Calvin  Smith,16,4.31,7,Sophmore,Business
Joe  Miller,15,0.45,29,Senior,Criminal Justice
Ben  Smith,17,2.09,46,Victory Lap,Marketing
Andy  Davis,15,3.65,25,Sophmore,Early College
Mark  Wilson,15,1.23,35,Sophmore,Marketing
Jimmy  Moore,14,3.61,46,Junior,Construction
Mark  Williams,19,2.53,38,Victory Lap,Early College
Lisa  Williams,15,1.15,35,Senior,Construction
John  Jones,16,3.09,44,Senior,Culinary
Mark  Wilson,14,3.49,34,Sophmore,Bio Med
Timmy  Rodrigues,17,0.36,57,Junior,Business
Jimmy  Johnson,16,2.05,6,Freshman,Marketing
Andy  Johnson,19,0.8,6,Sophmore,Bio Med
John  Brown,19,3.83,42,Junior,Early College
Jimmy  Johnson,16,0.51,30,Sophmore,Bio Med
James  Miller,14,3.64,36,Victory Lap,Business
Billy  Brown,15,0.95,14,Senior,Criminal Justice
John  Davis,18,2.72,43,Sophmore,Computer Science
Mark  Davis,16,0.58,20,Sophmore,Construction
Lisa  Davis,14,0.95,15,Freshman,Engineering
John  Smith,17,2.89,54,Sophmore,Engineering
Andy  Moore,19,2.06,13,Sophmore,Early College
Ben  Brown,15,2.06,50,Junior,Bio Med
Eli  Moore,19,3.13,14,Freshman,Bio Med
Mark  Smith,14,2.25,1,Junior,Business
Marge  Miller,17,4.28,42,Victory Lap,Business
Andy  Miller,16,4.34,46,Freshman,Early College
Steven  Jones,19,3.11,30,Junior,Culinary
Eli  Smith,17,1.65,34,Victory Lap,Computer Science
Calvin  Smith,19,2.63,26,Junior,Early Child Education
Jimmy  Rodrigues,19,3.93,44,Freshman,Early College
Calvin  Williams,16,3.26,50,Freshman,Marketing
Mark  Williams,16,3.6,43,Senior,Engineering
Timmy  Miller,19,2.33,12,Senior,Culinary
Joe  Smith,14,1.81,33,Freshman,Computer Science
Eli  Brown,14,0.65,38,Sophmore,Early College
Jimmy  Smith,14,4.15,45,Freshman,Marketing
Timmy  Johnson,18,1.61,57,Victory Lap,Computer Science
Ben  Jones,19,4.02,20,Junior,Criminal Justice
Conner  Jones,17,3.13,58,Junior,Construction
Ben  Moore,14,3.89,57,Victory Lap,Marketing
Timmy  Johnson,17,3.78,30,Sophmore,Construction
Ben  Moore,15,2.62,5,Junior,Marketing
Andy  Davis,14,1.27,27,Senior,Early College
John  Jones,17,3.7,13,Sophmore,Business
John  Jones,14,0.69,7,Sophmore,Construction
James  Miller,14,4.39,42,Freshman,Construction
Ben  Jones,18,3.65,25,Victory Lap,Computer Science
Eli  Miller,17,4.11,35,Senior,Computer Science
Billy  Wilson,14,1.19,28,Freshman,Business
John  Miller,14,1.19,28,Freshman,Business
Andy  Brown,18,0.74,47,Freshman,Computer Science
Eli  Wilson,19,4.0,19,Victory Lap,Business
Ben  Johnson,14,1.62,21,Freshman,Business
Timmy  Jones,14,2.35,35,Junior,Bio Med
Timmy  Miller,17,3.12,4,Victory Lap,Engineering
Marge  Miller,15,0.52,42,Sophmore,Business
Joe  Moore,14,3.26,42,Junior,Culinary
Mark  Smith,14,2.56,43,Senior,Construction
Calvin  Davis,16,4.25,2,Victory Lap,Culinary
Andy  Jones,17,4.13,8,Freshman,Computer Science
Steven  Wilson,19,3.95,56,Freshman,Bio Med
James  Miller,16,3.99,19,Junior,Early Child Education
Mark  Miller,14,0.74,26,Victory Lap,Bio Med
Lisa  Miller,19,2.0,31,Freshman,Bio Med
Billy  Smith,14,2.04,22,Victory Lap,Culinary
Mark  Smith,18,1.79,8,Freshman,Culinary
James  Smith,17,3.48,22,Victory Lap,Early Child Education
James  Davis,19,1.11,22,Victory Lap,Business
Calvin  Moore,17,0.45,5,Junior,Marketing
Timmy  Miller,16,1.77,10,Junior,Computer Science
Mark  Brown,17,3.4,53,Freshman,Marketing
Lisa  Miller,15,2.45,47,Sophmore,Early Child Education
Andy  Davis,14,1.05,0,Sophmore,Early College
Joe  Davis,16,0.76,19,Freshman,Business
Calvin  Smith,18,1.06,26,Victory Lap,Computer Science
Eli  Rodrigues,15,4.21,6,Senior,Early Child Education
Calvin  Jones,15,4.37,27,Freshman,Marketing
Timmy  Moore,19,1.4,38,Sophmore,Criminal Justice
Billy  Wilson,14,0.98,37,Freshman,Culinary
Andy  Moore,18,1.7,52,Freshman,Bio Med
James  Brown,16,2.91,27,Victory Lap,Criminal Justice
Eli  Brown,17,2.66,41,Freshman,Marketing
Marge  Williams,17,2.53,53,Sophmore,Computer Science
Mark  Davis,18,3.64,56,Victory Lap,Culinary
Eli  Moore,17,2.23,5,Senior,Culinary
Jimmy  Johnson,17,4.0,14,Victory Lap,Construction
Ben  Johnson,18,3.82,41,Junior,Criminal Justice
Lisa  Johnson,19,2.55,9,Victory Lap,Computer Science
Steven  Moore,19,2.06,34,Senior,Computer Science
James  Miller,19,0.3,12,Junior,Early College
Conner  Miller,18,2.85,39,Senior,Early Child Education
Jimmy  Smith,17,1.6,30,Sophmore,Early College
James  Smith,14,0.9,58,Sophmore,Early Child Education
Mark  Williams,14,0.6,13,Victory Lap,Business
Ben  Jones,15,0.75,38,Senior,Computer Science
Joe  Jones,19,4.33,48,Freshman,Early College
Jimmy  Moore,17,2.12,52,Victory Lap,Early College
Steven  Jones,14,1.18,7,Sophmore,Early Child Education
Calvin  Davis,14,1.87,13,Sophmore,Early Child Education
Mark  Miller,17,4.27,38,Junior,Early Child Education
Jimmy  Moore,16,1.23,33,Senior,Engineering
Billy  Wilson,16,1.84,46,Sophmore,Computer Science
Jimmy  Wilson,16,0.87,42,Sophmore,Criminal Justice
Billy  Jones,17,1.87,7,Sophmore,Business
Joe  Rodrigues,19,0.55,18,Victory Lap,Criminal Justice
Mark  Johnson,17,2.83,27,Junior,Culinary
Ben  Moore,19,3.87,20,Sophmore,Business
Marge  Jones,19,2.44,46,Sophmore,Culinary
John  Wilson,14,3.7,38,Senior,Business
Lisa  Davis,18,1.12,36,Sophmore,Culinary
Ben  Moore,16,4.11,28,Victory Lap,Bio Med
Mark  Rodrigues,18,2.82,26,Sophmore,Construction
Billy  Miller,19,3.56,34,Senior,Construction
Jimmy  Williams,17,0.5,57,Senior,Engineering
Billy  Rodrigues,16,4.12,55,Sophmore,Criminal Justice
Ben  Brown,17,2.2,50,Freshman,Bio Med
Calvin  Miller,16,1.93,32,Senior,Bio Med
John  Miller,19,0.39,52,Freshman,Business
Ben  Miller,17,2.36,14,Junior,Early College
Steven  Smith,19,1.58,25,Victory Lap,Bio Med
Marge  Davis,19,4.23,46,Sophmore,Culinary
Mark  Brown,15,1.65,58,Sophmore,Early Child Education
Lisa  Moore,19,1.15,16,Freshman,Culinary
Conner  Rodrigues,16,3.1,3,Victory Lap,Engineering
Lisa  Jones,18,3.6,36,Sophmore,Bio Med
Marge  Johnson,17,1.55,23,Senior,Early Child Education
Billy  Williams,18,2.89,44,Junior,Business
Calvin  Brown,17,0.97,57,Senior,Engineering
Timmy  Moore,16,1.51,47,Freshman,Engineering
Eli  Smith,17,3.04,52,Victory Lap,Construction
Steven  Williams,18,3.45,54,Freshman,Culinary
Ben  Wilson,18,3.32,32,Junior,Construction
Conner  Brown,16,1.37,56,Sophmore,Early College
Conner  Miller,16,2.64,31,Sophmore,Engineering
Andy  Rodrigues,16,0.67,49,Victory Lap,Engineering
Eli  Davis,18,2.9,51,Sophmore,Early Child Education
Billy  Moore,14,0.6,21,Junior,Bio Med
Billy  Rodrigues,16,3.3,27,Sophmore,Business
Calvin  Moore,18,0.32,54,Junior,Early College
Ben  Jones,19,1.35,34,Freshman,Culinary
John  Jones,14,2.24,22,Junior,Early College
Marge  Williams,17,2.49,10,Sophmore,Marketing
Eli  Wilson,16,2.91,37,Sophmore,Criminal Justice
Andy  Wilson,16,0.39,31,Senior,Engineering
Calvin  Wilson,16,3.08,22,Senior,Culinary
Jimmy  Johnson,15,1.83,43,Freshman,Engineering
James  Jones,15,0.56,12,Senior,Business
Andy  Smith,17,3.97,50,Senior,Early College
Jimmy  Johnson,17,4.47,55,Victory Lap,Early Child Education
Joe  Wilson,14,2.07,5,Victory Lap,Engineering
Calvin  Johnson,18,2.4,39,Senior,Culinary
Jimmy  Smith,18,2.32,50,Senior,Bio Med
Ben  Rodrigues,16,3.84,39,Junior,Computer Science
Marge  Johnson,14,0.7,56,Senior,Computer Science
Steven  Moore,17,3.64,45,Junior,Engineering
Steven  Smith,19,0.61,20,Senior,Early College
Joe  Wilson,14,0.36,8,Victory Lap,Early College
Ben  Smith,19,2.3,15,Junior,Bio Med
Andy  Jones,16,1.36,41,Senior,Culinary
Timmy  Miller,15,3.14,54,Sophmore,Marketing
Billy  Moore,14,2.7,14,Senior,Business
Steven  Davis,17,1.36,46,Victory Lap,Marketing
Lisa  Wilson,19,3.69,39,Junior,Engineering
John  Wilson,15,1.61,7,Freshman,Early College
John  Miller,16,1.98,49,Senior,Engineering
Eli  Jones,17,4.01,48,Sophmore,Early Child Education
John  Davis,19,3.61,15,Freshman,Culinary
Calvin  Williams,19,0.41,17,Senior,Early Child Education
Lisa  Davis,18,1.28,44,Freshman,Early College
John  Brown,19,1.12,46,Senior,Engineering
Timmy  Miller,14,4.08,44,Freshman,Criminal Justice
Lisa  Jones,14,4.17,41,Senior,Bio Med
Mark  Miller,17,3.01,14,Freshman,Marketing
Marge  Wilson,16,4.02,19,Freshman,Construction
Timmy  Smith,16,3.16,34,Victory Lap,Culinary
James  Williams,18,1.42,52,Junior,Engineering
Ben  Brown,14,0.8,55,Sophmore,Bio Med
Andy  Jones,16,2.05,27,Sophmore,Culinary
Ben  Wilson,15,1.73,47,Sophmore,Construction
Lisa  Davis,18,2.68,14,Junior,Early Child Education
Mark  Jones,17,1.84,9,Freshman,Marketing
Timmy  Moore,16,2.91,18,Freshman,Construction
Jimmy  Miller,15,1.71,58,Senior,Business
Steven  Wilson,19,2.6,51,Freshman,Early College
Billy  Davis,14,1.44,3,Senior,Construction
Calvin  Rodrigues,18,1.34,56,Sophmore,Early Child Education
Eli  Brown,16,0.72,12,Sophmore,Computer Science
Ben  Brown,18,1.58,18,Freshman,Early Child Education
Ben  Wilson,15,0.48,33,Sophmore,Criminal Justice
Steven  Rodrigues,15,3.06,11,Freshman,Bio Med
Ben  Rodrigues,17,1.37,14,Senior,Bio Med
Marge  Brown,18,3.74,34,Sophmore,Criminal Justice
Ben  Brown,16,1.79,26,Senior,Business
Mark  Brown,17,1.26,17,Victory Lap,Engineering
Calvin  Johnson,17,3.38,5,Junior,Early Child Education
Ben  Rodrigues,18,0.6,51,Victory Lap,Criminal Justice
